Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (FBS),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","031","Azerbaïdjan","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","62.12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","031","Azerbaïdjan","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","40.47","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","031","Azerbaïdjan","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","41.97","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2018","2018","Kcal/personne/jour","1872","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2019","2019","Kcal/personne/jour","1832","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","31.83","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","31.27","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","48.74","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","47.93","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","048","Bahreïn","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2019","2019","Kcal/personne/jour","2642","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","048","Bahreïn","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","46.97","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","048","Bahreïn","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","65.37","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2018","2018","Kcal/personne/jour","2431","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2019","2019","Kcal/personne/jour","2381","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","50.13","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","49.47","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","27.22","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","27.43","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2018","2018","Kcal/personne/jour","2396","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2019","2019","Kcal/personne/jour","2452","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","46.83","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","48.58","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","49.9","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","48.78","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2018","2018","Kcal/personne/jour","2408","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2019","2019","Kcal/personne/jour","2317","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","42.72","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","43.78","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","71.96","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","66.6","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2018","2018","Kcal/personne/jour","2571","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2019","2019","Kcal/personne/jour","2460","E","Valeur estimée"
